step,epoch,val_loss,val_acc,calibration_error,train_loss_epoch,train_acc_epoch,calibration_error_epoch,test_loss,test_acc
10,0.0,1.1511799097061157,0.36000001430511475,0.2062654346227646,1.0359785556793213,0.4219047725200653,0.03378617763519287,,
21,1.0,1.5409528017044067,0.36000001430511475,0.46085163950920105,0.8828189969062805,0.5961904525756836,0.08037816733121872,,
32,2.0,1.7842317819595337,0.36000001430511475,0.5291906595230103,0.7253304719924927,0.7123809456825256,0.11473465710878372,,
43,3.0,0.9237685799598694,0.5955555438995361,0.04232102632522583,0.6545156836509705,0.7657142877578735,0.12475475668907166,,
54,4.0,1.0857384204864502,0.6266666650772095,0.0958586260676384,0.5556759238243103,0.8628571629524231,0.15554578602313995,,
65,5.0,0.6961989998817444,0.7377777695655823,0.07117892801761627,0.4476647675037384,0.9314285516738892,0.12491036206483841,,
76,6.0,0.7026041746139526,0.7066666483879089,0.05167452245950699,0.3971205949783325,0.9399999976158142,0.10571790486574173,,
87,7.0,0.658286452293396,0.8088889122009277,0.07302682101726532,0.3179600238800049,0.9733333587646484,0.09119535982608795,,
98,8.0,0.5516411066055298,0.8266666531562805,0.036123163998126984,0.3153325021266937,0.9752380847930908,0.0745277926325798,,
109,9.0,0.5499523878097534,0.8311111330986023,0.0397050641477108,0.2968369424343109,0.9819047451019287,0.07937870919704437,,
120,10.0,0.5335977673530579,0.8311111330986023,0.04581895470619202,0.2815275192260742,0.9895238280296326,0.07772614061832428,,
131,11.0,0.547940194606781,0.8533333539962769,0.03030337020754814,0.26932772994041443,0.9904761910438538,0.0712009146809578,,
142,12.0,0.6520057320594788,0.7822222113609314,0.05810864642262459,0.2636300027370453,0.9933333396911621,0.06478200107812881,,
153,13.0,0.8467379808425903,0.6977777481079102,0.11643189191818237,0.26698338985443115,0.9933333396911621,0.07226116210222244,,
164,14.0,0.6001912355422974,0.8266666531562805,0.016297219321131706,0.2612028419971466,0.9990476369857788,0.07460173219442368,,
175,15.0,0.5803021788597107,0.8444444537162781,0.04137273505330086,0.255935400724411,0.9980952143669128,0.06412573158740997,,
186,16.0,0.747900128364563,0.7333333492279053,0.09003517031669617,0.2558343708515167,0.9961904883384705,0.06962268054485321,,
197,17.0,0.573630690574646,0.8222222328186035,0.049426376819610596,0.2503379285335541,1.0,0.06251931935548782,,
208,18.0,0.5467386245727539,0.8488888740539551,0.037738434970378876,0.25359541177749634,0.9933333396911621,0.07136137038469315,,
219,19.0,0.6486968994140625,0.804444432258606,0.028816552832722664,0.252926766872406,0.9990476369857788,0.06617714464664459,,
230,20.0,0.5291671752929688,0.8355555534362793,0.058447275310754776,0.2537841796875,0.9961904883384705,0.06757067888975143,,
241,21.0,0.5218003392219543,0.8577777743339539,0.04524390399456024,0.24886782467365265,1.0,0.06869197636842728,,
252,22.0,0.5592917799949646,0.8399999737739563,0.023329704999923706,0.24606172740459442,0.9990476369857788,0.06324104219675064,,
263,23.0,0.5132302045822144,0.8577777743339539,0.029043201357126236,0.24425938725471497,1.0,0.06627368181943893,,
274,24.0,0.5210628509521484,0.8666666746139526,0.032657597213983536,0.2427881956100464,1.0,0.06778550148010254,,
285,25.0,0.5343331098556519,0.8533333539962769,0.028132230043411255,0.24188609421253204,0.9990476369857788,0.06571903079748154,,
296,26.0,0.5060519576072693,0.8666666746139526,0.0418754480779171,0.24150440096855164,1.0,0.06113940104842186,,
307,27.0,0.4997125267982483,0.8666666746139526,0.02851373329758644,0.23970423638820648,1.0,0.06914695352315903,,
318,28.0,0.5419101715087891,0.8533333539962769,0.04057355970144272,0.24026615917682648,1.0,0.06282653659582138,,
329,29.0,0.48154526948928833,0.8666666746139526,0.05495448783040047,0.239430770277977,1.0,0.06546540558338165,,
340,30.0,0.5181994438171387,0.8533333539962769,0.030121807008981705,0.23949673771858215,0.9990476369857788,0.06637557595968246,,
351,31.0,0.5176175236701965,0.8488888740539551,0.025888243690133095,0.23918482661247253,0.9990476369857788,0.06265632808208466,,
362,32.0,0.5067381262779236,0.8488888740539551,0.025114165619015694,0.23936817049980164,1.0,0.06467854231595993,,
373,33.0,0.5121966600418091,0.8622221946716309,0.048220764845609665,0.23797005414962769,1.0,0.06348469108343124,,
384,34.0,0.5058173537254333,0.8711110949516296,0.032321471720933914,0.23864349722862244,1.0,0.06626150012016296,,
395,35.0,0.5294786095619202,0.8622221946716309,0.0322442390024662,0.23710498213768005,1.0,0.062237098813056946,,
406,36.0,0.5127803087234497,0.8577777743339539,0.041879866272211075,0.23687505722045898,1.0,0.0634048730134964,,
417,37.0,0.4953461289405823,0.8533333539962769,0.03625718131661415,0.23639847338199615,1.0,0.06620190292596817,,
428,38.0,0.5062151551246643,0.8755555748939514,0.041768383234739304,0.23626814782619476,1.0,0.06042344123125076,,
439,39.0,0.499639630317688,0.8622221946716309,0.04663486033678055,0.23629160225391388,1.0,0.0667480006814003,,
450,40.0,0.5178191661834717,0.8711110949516296,0.041649967432022095,0.23537129163742065,1.0,0.061995625495910645,,
461,41.0,0.5115613341331482,0.8622221946716309,0.048736561089754105,0.2354566752910614,1.0,0.06500466912984848,,
472,42.0,0.5182794332504272,0.8711110949516296,0.052854858338832855,0.23467406630516052,1.0,0.0614110603928566,,
483,43.0,0.5077800750732422,0.8666666746139526,0.038924798369407654,0.23426148295402527,1.0,0.06717745959758759,,
494,44.0,0.5222433805465698,0.8399999737739563,0.02303849533200264,0.23471993207931519,1.0,0.05974913761019707,,
505,45.0,0.5088704824447632,0.8577777743339539,0.03128252923488617,0.23361237347126007,1.0,0.06525096297264099,,
516,46.0,0.4963245391845703,0.8666666746139526,0.04171059653162956,0.23331956565380096,1.0,0.06507886946201324,,
527,47.0,0.5159193277359009,0.8622221946716309,0.024021705612540245,0.233307346701622,1.0,0.062203094363212585,,
538,48.0,0.4981386363506317,0.8666666746139526,0.04041158780455589,0.23356571793556213,1.0,0.06477686017751694,,
549,49.0,0.49763843417167664,0.8666666746139526,0.04323357343673706,0.23381806910037994,1.0,0.06441638618707657,,
560,50.0,0.507841944694519,0.8666666746139526,0.033868078142404556,0.23355557024478912,1.0,0.06528909504413605,,
571,51.0,0.5022046566009521,0.8577777743339539,0.05817146599292755,0.2339331954717636,1.0,0.06294425576925278,,
582,52.0,0.5040947198867798,0.8666666746139526,0.043834488838911057,0.23352104425430298,1.0,0.06516651809215546,,
593,53.0,0.5076372623443604,0.8622221946716309,0.027110464870929718,0.2327914834022522,1.0,0.06321120262145996,,
604,54.0,0.4955156445503235,0.8577777743339539,0.04400256276130676,0.232458233833313,1.0,0.06301170587539673,,
615,55.0,0.49961942434310913,0.8666666746139526,0.03277044743299484,0.23269900679588318,1.0,0.06621277332305908,,
626,56.0,0.4997677803039551,0.8711110949516296,0.03435374051332474,0.23242643475532532,1.0,0.06485196948051453,,
637,57.0,0.5023974180221558,0.8711110949516296,0.04173663258552551,0.23191899061203003,1.0,0.06321682780981064,,
648,58.0,0.5023100972175598,0.8622221946716309,0.030077628791332245,0.2336389124393463,1.0,0.06545243412256241,,
659,59.0,0.5199267864227295,0.8533333539962769,0.0323154479265213,0.2321527898311615,1.0,0.06359751522541046,,
660,60.0,,,0.03231560066342354,,,,0.5199267864227295,0.8533333539962769
